date,division,inflation
1961-01-01,overall,-0.23980815347721673
1962-01-01,overall,0.0
1963-01-01,overall,3.3653846153846034
1964-01-01,overall,-0.46511627906977715
1965-01-01,overall,2.336448598130847
1966-01-01,overall,1.82648401826484
1967-01-01,overall,4.035874439461873
1968-01-01,overall,-0.4310344827586077
1969-01-01,overall,-0.43290043290044045
1970-01-01,overall,2.1739130434782705
1971-01-01,overall,1.7021276595744705
1972-01-01,overall,2.9288702928870425
1973-01-01,overall,9.756097560975597
1974-01-01,overall,17.037037037037052
1975-01-01,overall,5.063291139240511
1976-01-01,overall,2.409638554216853
1977-01-01,overall,4.705882352941182
1978-01-01,overall,4.494382022471921
1979-01-01,overall,3.4946236559139754
1980-01-01,overall,6.991341991341993
1981-01-01,overall,9.670240744487145
1982-01-01,overall,5.718502121379809
1983-01-01,overall,3.7340778223695636
1984-01-01,overall,3.532380151387726
1985-01-01,overall,0.4224207961007309
1986-01-01,overall,0.5500728037534319
1987-01-01,overall,0.8849557522123908
1988-01-01,overall,2.4880382775119614
1989-01-01,overall,2.8166822284469317
1990-01-01,overall,3.0876343272286944
1991-01-01,overall,4.316546762589923
1992-01-01,overall,4.771287825475001
1993-01-01,overall,3.546480386888784
1994-01-01,overall,3.6715101193565136
1995-01-01,overall,3.466399699662115
1996-01-01,overall,3.5074987905176602
1997-01-01,overall,2.6291189530264214
1998-01-01,overall,5.294318569964673
1999-01-01,overall,2.7249134948097
2000-01-01,overall,1.6000000000000014
2001-01-01,overall,1.3986738499792706
2002-01-01,overall,1.818739143762138
2003-01-01,overall,1.063723030607111
2004-01-01,overall,1.4397775791877843
2005-01-01,overall,3.005090054815973
2006-01-01,overall,3.6206405017580767
2007-01-01,overall,2.026779163609671
2008-01-01,overall,5.429213483146089
2009-01-01,overall,0.5968113223633775
2010-01-01,overall,1.7204847868463435
2011-01-01,overall,3.182802866188972
2012-01-01,overall,1.6553617571059442
2013-01-01,overall,2.105012312336152
2014-01-01,overall,3.1429905087910326
2015-01-01,overall,2.1043898023834773
2016-01-01,overall,2.075792273029453
2017-01-01,overall,3.7993920972644313
2018-01-01,overall,0.9691138534476895
2019-01-01,overall,0.6628918657644034
2020-01-01,overall,-1.1387021539305708
2021-01-01,overall,2.477102414654442
2022-01-01,overall,3.3786986254993545
2023-01-01,overall,2.4888656012575394
2024-01-01,overall,1.8341002044989674
2025-01-01,overall,1.380608722936949
1981-01-01,01,11.509014571499133
1982-01-01,01,7.3089700996677776
1983-01-01,01,0.6191950464396356
1984-01-01,01,3.897435897435897
1985-01-01,01,-2.369200394866733
1986-01-01,01,0.24266936299290887
1987-01-01,01,-0.5043373007867502
1988-01-01,01,3.7915652879156436
1989-01-01,01,3.7311974995116293
1990-01-01,01,4.161958568738244
1991-01-01,01,4.86349665521606
1992-01-01,01,6.5172413793103345
1993-01-01,01,2.282292003884767
1994-01-01,01,5.285646463047944
1995-01-01,01,4.854952652938538
1996-01-01,01,5.834288990825676
1997-01-01,01,4.009210348096981
1998-01-01,01,8.946477405912233
1999-01-01,01,4.673679177623735
2000-01-01,01,1.9184652278177339
2001-01-01,01,0.6610644257702969
2002-01-01,01,0.690115761353538
2003-01-01,01,1.2160070749502427
2004-01-01,01,2.1952817824377524
2005-01-01,01,3.7512023084321777
2006-01-01,01,3.388957560774619
2007-01-01,01,3.018830327787203
2008-01-01,01,8.839458413926504
2009-01-01,01,4.131864226052961
2010-01-01,01,2.3892823619762638
2011-01-01,01,4.808734061171749
2012-01-01,01,2.687659033078882
2013-01-01,01,3.5620257085333673
2014-01-01,01,3.342305966801251
2015-01-01,01,3.632153968598506
2016-01-01,01,3.8120505480695455
2017-01-01,01,3.9478108817001534
2018-01-01,01,1.630434782608714
2019-01-01,01,1.6488413547236958
2020-01-01,01,1.2713722051731713
2021-01-01,01,1.7687074829931815
2022-01-01,01,5.74866310160429
2023-01-01,01,4.82703137570395
2024-01-01,01,1.9789496765705517
2025-01-01,01,2.0426812879642986
1981-01-01,02,12.873563218390792
1982-01-01,02,6.680244399185331
1983-01-01,02,21.000381825124094
1984-01-01,02,3.7866834963711016
1985-01-01,02,1.0641532380662788
1986-01-01,02,1.3537906137184086
1987-01-01,02,7.242505194419713
1988-01-01,02,1.4946028231386688
1989-01-01,02,1.4453231524406807
1990-01-01,02,3.279569892473111
1991-01-01,02,7.834461218115574
1992-01-01,02,8.544532947139771
1993-01-01,02,14.943295530353563
1994-01-01,02,4.8945637454053115
1995-01-01,02,2.379195868683137
1996-01-01,02,2.197802197802212
1997-01-01,02,1.2691697514542355
1998-01-01,02,4.386422976501314
1999-01-01,02,7.903951975987988
2000-01-01,02,2.8589089785195476
2001-01-01,02,4.762620192307709
2002-01-01,02,4.115875519862322
2003-01-01,02,-4.049586776859493
2004-01-01,02,10.809646856158484
2005-01-01,02,14.043269853607976
2006-01-01,02,6.963535158468703
2007-01-01,02,7.678419711129991
2008-01-01,02,7.357727586547003
2009-01-01,02,6.0817638952687325
2010-01-01,02,3.9230969082878486
2011-01-01,02,4.608333333333325
2012-01-01,02,0.3983111606787215
2013-01-01,02,5.9588986749187
2014-01-01,02,11.621985921821153
2015-01-01,02,13.511337716355843
2016-01-01,02,17.192671394799053
2017-01-01,02,0.15129355993745985
2018-01-01,02,-0.1107810060929526
2019-01-01,02,1.4921611130715329
2020-01-01,02,0.31788605771618794
2021-01-01,02,0.5050254988364644
2022-01-01,02,0.5665303709542435
2023-01-01,02,0.651513667091197
2024-01-01,02,0.6862315666520624
2025-01-01,02,0.9280742459396807
1981-01-01,03,8.975095785440622
1982-01-01,03,3.893820866660813
1983-01-01,03,3.519458544839238
1984-01-01,03,1.732592350441342
1985-01-01,03,1.1327120822622216
1986-01-01,03,0.46071967590752827
1987-01-01,03,0.46651379773858803
1988-01-01,03,2.1013694317645326
1989-01-01,03,1.7189547521775816
1990-01-01,03,1.697484086086698
1991-01-01,03,6.236959761549943
1992-01-01,03,2.9739776951672736
1993-01-01,03,0.5108643825352477
1994-01-01,03,-0.7725670913526606
1995-01-01,03,-0.020489004234391928
1996-01-01,03,-0.6831067695880821
1997-01-01,03,-0.5296100144439153
1998-01-01,03,0.5186004701977609
1999-01-01,03,-2.077457522184767
2000-01-01,03,-1.749209694415177
2001-01-01,03,-2.5811525811525793
2002-01-01,03,-2.2532110091743163
2003-01-01,03,-2.042348701006169
2004-01-01,03,-1.8396443354284808
2005-01-01,03,-0.960487271591437
2006-01-01,03,-1.308838602854212
2007-01-01,03,-1.350163777262936
2008-01-01,03,-0.599287333981191
2009-01-01,03,-0.912497963174197
2010-01-01,03,-1.3237954283835007
2011-01-01,03,-0.24997916840263645
2012-01-01,03,-0.5680394286191603
2013-01-01,03,-0.5796857934974309
2014-01-01,03,-0.1943552475916932
2015-01-01,03,0.4910676488019794
2016-01-01,03,-0.3875642429859494
2017-01-01,03,-0.3552397868561208
2018-01-01,03,-2.0456667515491023
2019-01-01,03,-1.915077989601388
2020-01-01,03,-0.8392967576640986
2021-01-01,03,-0.4365645046329414
2022-01-01,03,0.12527964205817366
2023-01-01,03,0.2323710787380362
2024-01-01,03,-0.25858225590728035
2025-01-01,03,-0.1877346683354042
1981-01-01,04,9.674117044872887
1982-01-01,04,6.627255756067196
1983-01-01,04,6.623869273416982
1984-01-01,04,6.91023535851123
1985-01-01,04,4.006143606809176
1986-01-01,04,0.9106571498892269
1987-01-01,04,-0.6341463414634152
1988-01-01,04,-2.0618556701030855
1989-01-01,04,-0.764411027568912
1990-01-01,04,0.35357999747442914
1991-01-01,04,3.0325909148106067
1992-01-01,04,0.0
1993-01-01,04,7.2667318026379935
1994-01-01,04,2.436525105317111
1995-01-01,04,3.345559630988104
1996-01-01,04,3.194235319423533
1997-01-01,04,3.251693590411686
1998-01-01,04,4.299989906126966
1999-01-01,04,1.6161811671344228
2000-01-01,04,1.4571428571428457
2001-01-01,04,1.3892800150192341
2002-01-01,04,0.6943801499861069
2003-01-01,04,0.8458992276572319
2004-01-01,04,0.9573304157549201
2005-01-01,04,1.1920888648062844
2006-01-01,04,1.5171798304328465
2007-01-01,04,1.3098901098901106
2008-01-01,04,1.518569940992709
2009-01-01,04,1.4103769552953338
2010-01-01,04,1.1547538772757715
2011-01-01,04,1.7665194567119347
2012-01-01,04,1.5884713010726248
2013-01-01,04,1.781252518739418
2014-01-01,04,3.3892936331960666
2015-01-01,04,2.4356617647058876
2016-01-01,04,2.4450426200089748
2017-01-01,04,2.2188161448069454
2018-01-01,04,1.9850053552302738
2019-01-01,04,1.8693551774837225
2020-01-01,04,-1.7319587628866095
2021-01-01,04,1.5736466638690771
2022-01-01,04,1.810920608689659
2023-01-01,04,1.6569728121195837
2024-01-01,04,3.0071186215155477
2025-01-01,04,1.6017567654847298
1981-01-01,05,6.588985989735052
1982-01-01,05,3.227485684539322
1983-01-01,05,2.5466464952092593
1984-01-01,05,0.2827637078928191
1985-01-01,05,0.12259409096477825
1986-01-01,05,0.6367087057671084
1987-01-01,05,1.2653607494829133
1988-01-01,05,2.8715607353118067
1989-01-01,05,2.697967764540965
1990-01-01,05,1.8537472989878623
1991-01-01,05,4.421616793211247
1992-01-01,05,0.0
1993-01-01,05,4.04191616766465
1994-01-01,05,1.5724563206577669
1995-01-01,05,2.8027926742891784
1996-01-01,05,1.1023622047244164
1997-01-01,05,0.13629283489093869
1998-01-01,05,3.859615010694162
1999-01-01,05,1.3104933071234726
2000-01-01,05,0.009239582370867971
2001-01-01,05,0.14781966001478075
2002-01-01,05,-0.4981549815498143
2003-01-01,05,0.12979788614873033
2004-01-01,05,0.5000000000000115
2005-01-01,05,1.2345679012345512
2006-01-01,05,1.1285038223516786
2007-01-01,05,1.0619150467962468
2008-01-01,05,3.000890471950135
2009-01-01,05,3.034494683150335
2010-01-01,05,0.6293002181574137
2011-01-01,05,1.8177270074209995
2012-01-01,05,1.990009008271243
2013-01-01,05,1.5818211016540795
2014-01-01,05,1.0513002924670056
2015-01-01,05,2.675219023779696
2016-01-01,05,2.3541063538016216
2017-01-01,05,2.180870859694828
2018-01-01,05,0.37878787878788955
2019-01-01,05,1.4005805515239445
2020-01-01,05,0.23616975595790457
2021-01-01,05,1.627873768385002
2022-01-01,05,3.5408177602922475
2023-01-01,05,2.273035690052927
2024-01-01,05,0.743050487626884
2025-01-01,05,0.22390516957524476
1981-01-01,06,8.618477331052166
1982-01-01,06,5.650718645402653
1983-01-01,06,11.740588893030178
1984-01-01,06,1.3675783855903845
1985-01-01,06,2.4350115169463615
1986-01-01,06,1.4937359460327704
1987-01-01,06,0.8070897293875667
1988-01-01,06,1.5227629513343777
1989-01-01,06,1.6545538889747746
1990-01-01,06,2.585944630362036
1991-01-01,06,5.3380782918149405
1992-01-01,06,0.0
1993-01-01,06,8.755630630630652
1994-01-01,06,3.4299767020450345
1995-01-01,06,3.0158928794894235
1996-01-01,06,3.6443148688046767
1997-01-01,06,3.656821378340358
1998-01-01,06,6.196291270918142
1999-01-01,06,3.0344974446337325
2000-01-01,06,2.0254211015810597
2001-01-01,06,2.896789223133811
2002-01-01,06,2.382124224825266
2003-01-01,06,1.5767714642822783
2004-01-01,06,1.4197823000473342
2005-01-01,06,1.6892207186187447
2006-01-01,06,2.193465491923652
2007-01-01,06,1.4907947911989128
2008-01-01,06,2.2298911600743265
2009-01-01,06,2.2158746645893013
2010-01-01,06,1.6343466847319688
2011-01-01,06,2.7162139643392758
2012-01-01,06,2.0279039584685243
2013-01-01,06,1.9080934965813423
2014-01-01,06,2.870962708690894
2015-01-01,06,4.428939784620067
2016-01-01,06,2.7450980392156765
2017-01-01,06,2.5586655357647814
2018-01-01,06,0.799448656099222
2019-01-01,06,0.6358539587036915
2020-01-01,06,1.1753515863849318
2021-01-01,06,0.4364759602470958
2022-01-01,06,0.7086982683693233
2023-01-01,06,2.1177720241651876
2024-01-01,06,1.7943050318554032
2025-01-01,06,1.2070507089028126
1981-01-01,07,9.086956521739143
1982-01-01,07,3.587086488640878
1983-01-01,07,2.212389380530988
1984-01-01,07,4.0843214756258295
1985-01-01,07,2.2965641952983784
1986-01-01,07,0.17677214071061265
1987-01-01,07,2.876301394035652
1988-01-01,07,6.775300171526588
1989-01-01,07,6.811244979919673
1990-01-01,07,4.9781922093547815
1991-01-01,07,4.283667621776499
1992-01-01,07,0.0
1993-01-01,07,10.23492237944772
1994-01-01,07,4.5987038883350095
1995-01-01,07,1.8229476945073264
1996-01-01,07,1.3456587877369364
1997-01-01,07,0.588846553515765
1998-01-01,07,-0.11478420569328573
1999-01-01,07,0.5056308894507033
2000-01-01,07,2.0695174937114036
2001-01-01,07,3.640640752772506
2002-01-01,07,6.560743623000409
2003-01-01,07,0.07100111573181689
2004-01-01,07,0.5980133792823805
2005-01-01,07,6.256926952141062
2006-01-01,07,10.98994879575197
2007-01-01,07,2.2725331055104547
2008-01-01,07,8.87979283267899
2009-01-01,07,-9.398496240601496
2010-01-01,07,1.6343466847319688
2011-01-01,07,4.399266788868528
2012-01-01,07,0.6943335993615296
2013-01-01,07,1.9973052231116784
2014-01-01,07,4.810008547672684
2015-01-01,07,-4.522538552787658
2016-01-01,07,-4.5503960242273545
2017-01-01,07,13.17116823950537
2018-01-01,07,1.5095967220185358
2019-01-01,07,-3.1230082855321806
2020-01-01,07,-9.985380116959053
2021-01-01,07,11.01185642358291
2022-01-01,07,4.674469641550849
2023-01-01,07,1.0832343280452905
2024-01-01,07,0.9471792035398163
2025-01-01,07,0.45887267995343706
2004-01-01,08,0.8709677419354911
2005-01-01,08,-0.1598976654940909
2006-01-01,08,-1.4173606662395977
2007-01-01,08,-1.2346681829258244
2008-01-01,08,-0.6332757628094376
2009-01-01,08,-0.4634994206257348
2010-01-01,08,-0.20788292033926403
2011-01-01,08,-0.28330972418963984
2012-01-01,08,-0.6434361159856405
2013-01-01,08,-0.6728343145500304
2014-01-01,08,-0.7027942421676481
2015-01-01,08,1.9527585912850531
2016-01-01,08,-1.5891602542656313
2017-01-01,08,-0.33146353901070125
2018-01-01,08,-1.74810266905433
2019-01-01,08,0.3992362437076791
2020-01-01,08,1.141078838174292
2021-01-01,08,0.0
2022-01-01,08,-0.008547008546999635
2023-01-01,08,-2.931874519189692
2024-01-01,08,-1.5498414934836058
2025-01-01,08,-4.239713774597509
1981-01-01,09,5.456944111297668
1982-01-01,09,2.9341521664960846
1983-01-01,09,-0.08838802342282515
1984-01-01,09,-3.0742010394780417
1985-01-01,09,-1.243582430119794
1986-01-01,09,0.4736598890942689
1987-01-01,09,2.207657813038977
1988-01-01,09,1.5974800314996207
1989-01-01,09,0.5536485439043171
1990-01-01,09,0.7818522189186217
1991-01-01,09,2.6879370629370847
1992-01-01,09,0.0
1993-01-01,09,3.447542030219175
1994-01-01,09,0.6377288623739874
1995-01-01,09,2.493867538838912
1996-01-01,09,3.290785799760676
1997-01-01,09,0.44410117783355574
1998-01-01,09,3.1814686658977243
1999-01-01,09,2.5710293432696707
2000-01-01,09,0.5630732903460167
2001-01-01,09,-0.10837171498238041
2002-01-01,09,0.22601934725612338
2003-01-01,09,1.8040772145047956
2004-01-01,09,-0.9126351231614427
2005-01-01,09,0.09836358758832375
2006-01-01,09,0.70573521529389
2007-01-01,09,1.3838374878027304
2008-01-01,09,1.714935689911612
2009-01-01,09,1.5913978494623615
2010-01-01,09,1.5918712955122816
2011-01-01,09,1.9836639439906545
2012-01-01,09,1.1850277868584502
2013-01-01,09,0.08884581213148834
2014-01-01,09,1.6139444803098923
2015-01-01,09,1.7074332909783996
2016-01-01,09,2.5376747091434337
2017-01-01,09,1.8961315869631346
2018-01-01,09,-0.44839698079366386
2019-01-01,09,0.6756249530815994
2020-01-01,09,0.5145030199090295
2021-01-01,09,0.4525222551928776
2022-01-01,09,2.230263643748631
2023-01-01,09,1.4664451347251362
2024-01-01,09,1.8154634771465172
2025-01-01,09,1.139780434934634
2004-01-01,10,1.4494126563092236
2005-01-01,10,1.7461947894294338
2006-01-01,10,1.6519823788546217
2007-01-01,10,1.7154207295052348
2008-01-01,10,2.3788389845553093
2009-01-01,10,2.3582451881394073
2010-01-01,10,1.6432322547857092
2011-01-01,10,2.2333333333333316
2012-01-01,10,2.396478643625688
2013-01-01,10,2.4279573316351
2014-01-01,10,2.3548612730240004
2015-01-01,10,2.414578587699312
2016-01-01,10,2.1574733096085597
2017-01-01,10,1.640177081065386
2018-01-01,10,1.1353088182791904
2019-01-01,10,1.404970347359491
2020-01-01,10,1.0095383972707594
2021-01-01,10,0.12406947890819531
2022-01-01,10,1.1152416356877248
2023-01-01,10,1.85185185185186
2024-01-01,10,1.544117647058818
2025-01-01,10,2.26449871634522
2004-01-01,11,1.6975959510755034
2005-01-01,11,3.5147744945567716
2006-01-01,11,3.685897435897423
2007-01-01,11,3.7094281298299725
2008-01-01,11,6.576005961251896
2009-01-01,11,2.927809823457417
2010-01-01,11,1.893521270272558
2011-01-01,11,5.8666666666666645
2012-01-01,11,2.9675692695213973
2013-01-01,11,2.4386514792447134
2014-01-01,11,4.6417910447761335
2015-01-01,11,4.186278704892321
2016-01-01,11,2.7654185775891627
2017-01-01,11,2.504496103377085
2018-01-01,11,1.5140684904802137
2019-01-01,11,1.2290359749071778
2020-01-01,11,0.4426457569242537
2021-01-01,11,0.4029211785444353
2022-01-01,11,4.991221469776774
2023-01-01,11,5.5422838031533805
2024-01-01,11,3.1179266636486958
2025-01-01,11,3.1992536903912683
2011-01-01,12,0.15835972662110454
2012-01-01,12,1.2565532162769344
2013-01-01,12,1.5696909927679359
2014-01-01,12,1.4483372441135955
2015-01-01,12,4.099537406284881
2016-01-01,12,2.2831749923383438
2017-01-01,12,0.31460674157302027
2018-01-01,12,-1.1798088410991392
2019-01-01,12,-0.3551458364817961
2020-01-01,12,-0.0075832259042951655
2021-01-01,12,0.015167602002130742
2022-01-01,12,0.15923566878979223
2023-01-01,12,0.15141191611780513
2024-01-01,12,0.23433366089651297
2025-01-01,12,3.453996983408736
2004-01-01,13,1.361205639280505
2005-01-01,13,1.3237410071942346
2006-01-01,13,2.2247467575499558
2007-01-01,13,0.9260974254491572
2008-01-01,13,3.3767663791521407
2009-01-01,13,3.6836499201136075
2010-01-01,13,2.7480523927746026
2011-01-01,13,2.3996000666555606
2012-01-01,13,1.9365337672904603
2013-01-01,13,0.3033205619412449
2014-01-01,13,0.6048066210409209
2015-01-01,13,4.152823920265791
2016-01-01,13,2.8708133971291794
2017-01-01,13,1.1664820967146605
2018-01-01,13,-1.4157483762679668
2019-01-01,13,0.377526093715308
2020-01-01,13,2.6474926253687414
2021-01-01,13,0.4885408434514016
2022-01-01,13,1.9804103810681317
2023-01-01,13,2.4747616376892934
2024-01-01,13,3.0033522610658725
2025-01-01,13,4.403560042507992
